Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,GPlatforms,Has_Score
Resident Evil Director's Cut,PS3,2006.0,Action,Capcom,0.0,0.0,0.05,0.0,0.05,,,,,,,Playstation,False
World Trigger: Borderless Mission,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,Portable,False
Yes! PreCure 5,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,Portable,False
Kamen Rider: Battride War Genesis,PS3,2016.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,Playstation,False
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,2009.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,Portable,False
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016.0,Action,Activision,0.03,0.01,0.0,0.0,0.04,55.0,14.0,6,38.0,PlatinumGames,T,Xbox,True
Disney's Meet the Robinsons,GC,2007.0,Action,Disney Interactive Studios,0.03,0.01,0.0,0.0,0.04,68.0,5.0,tbd,,Avalanche Software,E10+,Portable,True
Disney Planes Fire & Rescue,Wii,2014.0,Action,Disney Interactive Studios,0.0,0.04,0.0,0.0,0.04,,,,,,,Nintendo,False
Tom Clancy's HAWX,PC,2009.0,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,70.0,23.0,7.3,125.0,Ubisoft Romania,T,PC,True
Yowamushi Pedal,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,Portable,False
Avatar: The Game,PC,2009.0,Action,Ubisoft,0.0,0.04,0.0,0.01,0.04,,,,,,,PC,False
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016.0,Action,Activision,0.01,0.03,0.0,0.0,0.04,,,4.3,16.0,PlatinumGames,T,Xbox,True
Coraline,DS,2009.0,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,,,tbd,,Art,E,Portable,True
The Invincible Iron Man,GBA,2002.0,Action,Activision,0.03,0.01,0.0,0.0,0.04,68.0,9.0,tbd,,Torus Games,E,Portable,True
Dead Head Fred,PSP,2007.0,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,75.0,30.0,7.3,23.0,Vicious Cycle,M,Portable,True
Great Battle Full Blast,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,Portable,False
Doki Doki! PreCure Narikiri Life!,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,Portable,False
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015.0,Action,Ubisoft,0.03,0.0,0.0,0.0,0.04,46.0,4.0,5.8,10.0,Ubisoft Osaka,E,Portable,True
Bullet Girls 2,PSV,2016.0,Action,D3Publisher,0.0,0.0,0.04,0.0,0.04,,,,,,,Portable,False
Devil May Cry 4,PC,2008.0,Action,Capcom,0.01,0.02,0.0,0.01,0.04,78.0,21.0,8.5,353.0,Capcom,M,PC,True
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,Portable,False
Hanaoni: Yume no Tsudzuki,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.04,0.0,0.04,,,,,,,Portable,False
Resident Evil: Revelations,PC,2013.0,Action,Capcom,0.0,0.04,0.0,0.0,0.04,77.0,12.0,7,342.0,Capcom,M,PC,True
Dead Rising,PS4,2016.0,Action,Capcom,0.02,0.0,0.01,0.01,0.04,78.0,6.0,6.6,30.0,Capcom,M,Playstation,True
DuckTales: Remastered,X360,2013.0,Action,Capcom,0.03,0.0,0.0,0.0,0.04,,,,,,,Xbox,False
Astro Boy: The Video Game,PSP,2009.0,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,60.0,6.0,tbd,,High Voltage Software,E10+,Portable,True
Resident Evil: Operation Raccoon City,PC,2012.0,Action,Capcom,0.0,0.03,0.0,0.01,0.04,48.0,8.0,3.8,188.0,Slant Six,M,PC,True
Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,Portable,False
TMNT,DS,2007.0,Action,Ubisoft,0.03,0.01,0.0,0.0,0.04,42.0,10.0,2.2,5.0,Ubisoft Quebec,E10+,Portable,True
Gundam Battle Online,DC,2001.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,Other,False
Tokumei Sentai Go-Busters,DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,Portable,False
Dragon Ball: Advanced Adventure,GBA,2004.0,Action,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,75.0,7.0,8.5,11.0,Dimps Corporation,E10+,Portable,True
Hunter x Hunter: Wonder Adventure,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,Portable,False
Ao no Exorcist: Genkoku no Labyrinth,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,Portable,False
Assassin's Creed Chronicles: China,PS4,2015.0,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,69.0,44.0,6.4,83.0,"Climax Group, Climax Studios",T,Playstation,True
Minority Report: Everybody Runs,GBA,2002.0,Action,Activision,0.03,0.01,0.0,0.0,0.04,54.0,8.0,tbd,,Torus Games,T,Portable,True
Toki no Kizuna: Sekigahara Kitan,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.04,0.0,0.04,,,,,,,Portable,False
Gumby vs. the Astrobots,GBA,2005.0,Action,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,63.0,4.0,tbd,,Torus Games,E,Portable,True
Beatdown: Fists of Vengeance,XB,2005.0,Action,Capcom,0.03,0.01,0.0,0.0,0.04,,,,,,,Xbox,False
Ailu de Puzzle,PSP,2012.0,Action,Capcom,0.0,0.0,0.04,0.0,0.04,,,,,,,Portable,False
Macross ? Scramble,PSV,2016.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,Portable,False
My Hero Academia: Battle for All,3DS,2016.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,Portable,False
Detective Conan: Prelude from the Past,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,Portable,False
Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,2013.0,Action,D3Publisher,0.02,0.01,0.0,0.0,0.04,,,,,,,Nintendo,False
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,2016.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,Portable,False
Alienators: Evolution Continues,GBA,2001.0,Action,Activision,0.03,0.01,0.0,0.0,0.03,54.0,4.0,tbd,,Digital Eclipse,E,Portable,True
Onechanbara Z Kagura,PS3,2013.0,Action,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,,Playstation,False
Sengoku Basara: Sanada Yukimura-Den,PS4,2016.0,Action,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,,,Playstation,False
Bounty Hounds,PSP,2006.0,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,63.0,14.0,6,7.0,Xpec,T,Portable,True
Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,Portable,False
Diabolik Lovers: Dark Fate,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,Portable,False
Kekkaishi: Kokubourou no Kage,Wii,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,Nintendo,False
"Crouching Tiger, Hidden Dragon",GBA,2003.0,Action,Ubisoft,0.02,0.01,0.0,0.0,0.03,60.0,12.0,tbd,,Ubisoft Shanghai,T,Portable,True
Battle Assault 3 featuring Gundam Seed,PS2,2004.0,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,48.0,9.0,8.7,7.0,Natsume,T,Playstation,True
Penguins of Madagascar,WiiU,2014.0,Action,Namco Bandai Games,0.01,0.02,0.0,0.0,0.03,,,5.2,6.0,Little Orbit,E,Nintendo,True
Detective Conan: Phantom Rhapsody,3DS,2014.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,Portable,False
Ukiyo no Shishi,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,Playstation,False
.hack: Sekai no Mukou ni + Versus,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,Playstation,False
Disney's Hide & Sneak,GC,2003.0,Action,Capcom,0.03,0.01,0.0,0.0,0.03,,,,,,,Portable,False
Prince of Persia: The Forgotten Sands,PC,2010.0,Action,Ubisoft,0.0,0.03,0.0,0.0,0.03,75.0,16.0,6.6,218.0,Ubisoft Montreal,T,PC,True
Barbie and Her Sisters Puppy Rescue,3DS,2015.0,Action,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03,,,tbd,,"Torus Games, Little Orbit",E,Portable,True
Summon Night 6: Lost Borders,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Media Vision,,Playstation,False
Toriko: Ultimate Survival,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,Portable,False
Hakuoki Zuisouroku Omokage Hana,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,Portable,False
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,Portable,False
Bad Apple Wars,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,Otomate,,Portable,False
Transformers: Devastation,PC,2015.0,Action,Activision,0.0,0.03,0.0,0.0,0.03,74.0,9.0,7.6,56.0,PlatinumGames,T,PC,True
Fast & Furious: Showdown,X360,2013.0,Action,Activision,0.0,0.03,0.0,0.0,0.03,,,,,,,Xbox,False
The Voice,PS3,2014.0,Action,Activision,0.02,0.0,0.0,0.01,0.03,,,tbd,,Activision,,Playstation,True
Kekkaishi: Kokubourou Shuurai,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,Portable,False
Jyuzaengi: Engetsu Sangokuden,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,Portable,False
Young Justice: Legacy,3DS,2013.0,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,,,7.1,7.0,Farsight Studios,E10+,Portable,True
Power Rangers Super Megaforce ,3DS,2014.0,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,43.0,7.0,tbd,,Bandai Namco Games,E10+,Portable,True
Code Geass: Hangyaku no Lelouch,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,Portable,False
Curious George,XB,2006.0,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,57.0,11.0,tbd,,Monkey Bar Games,E,Xbox,True
Planet of the Apes,GBA,2001.0,Action,Ubisoft,0.02,0.01,0.0,0.0,0.03,54.0,6.0,tbd,,Torus Games,E,Portable,True
Resident Evil 4,PC,2007.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,76.0,15.0,7.4,242.0,Capcom,M,PC,True
007: Quantum of Solace,PC,2008.0,Action,Activision,0.01,0.01,0.0,0.0,0.03,70.0,18.0,6.3,55.0,Treyarch,T,PC,True
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,Portable,False
Barbie and Her Sisters Puppy Rescue,Wii,2015.0,Action,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03,,,tbd,,"Torus Games, Little Orbit",E,Nintendo,True
LEGO Pirates of the Caribbean: The Video Game,PC,2011.0,Action,Disney Interactive Studios,0.03,0.0,0.0,0.0,0.03,73.0,11.0,6.6,17.0,Traveller's Tales,E10+,PC,True
Star Trek: The Game,PC,2013.0,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.03,,,,,,,PC,False
Kung Fu Panda: Legendary Warriors,DS,2008.0,Action,Activision,0.02,0.0,0.0,0.0,0.03,73.0,7.0,tbd,,Artificial Mind and Movement,E10+,Portable,True
Monsters vs. Aliens,PC,2009.0,Action,Activision,0.01,0.01,0.0,0.0,0.03,63.0,8.0,6.2,5.0,Beenox,E10+,PC,True
Kidou Senshi V Gundam,SNES,1994.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,Other,False
Onechanbara Z Kagura,X360,2012.0,Action,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,,Xbox,False
The IdolM@ster: Gravure For You! Vol. 6,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,Playstation,False
Biohazard: Revival Selection,X360,2011.0,Action,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,,,Xbox,False
The Settlers II 10th Anniversary,PC,2006.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,,,,,,,PC,False
Gintama: Banji Oku Chuubu!,Wii,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,Nintendo,False
Sengoku Basara: Sanada Yukimura-Den,PS3,2016.0,Action,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,,,Playstation,False
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,Portable,False
Tiger & Bunny: On-Air Jack!,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,Portable,False
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,Playstation,False
Dead Rising 2,PS4,2016.0,Action,Capcom,0.01,0.0,0.01,0.0,0.03,82.0,4.0,6.6,8.0,Blue Castle Games,M,Playstation,True
Young Justice: Legacy,Wii,2013.0,Action,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03,,,,,Freedom Factory Studios,T,Nintendo,False
The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015.0,Action,Activision,0.0,0.03,0.0,0.0,0.03,,,8.8,4.0,"Activision, Behaviour Interactive",E,Portable,True
Brothers Conflict: Passion Pink,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,Portable,False
Prince of Persia (2008),PC,2008.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,,,,,,,PC,False
Under the Skin,PS2,2004.0,Action,Capcom,0.01,0.01,0.0,0.0,0.03,55.0,30.0,tbd,,Capcom,T,Playstation,True
Kabu Trader Shun,DS,2007.0,Action,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,,,Portable,False
Resident Evil 5 HD,PS4,2016.0,Action,Capcom,0.02,0.0,0.0,0.01,0.03,,,,,,,Playstation,False
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015.0,Action,Activision,0.0,0.02,0.0,0.0,0.03,59.0,4.0,6.6,19.0,"Activision, Behaviour Interactive",E,Playstation,True
X-Men Origins: Wolverine - Uncaged Edition,PC,2009.0,Action,Activision,0.02,0.0,0.0,0.0,0.03,,,,,,,PC,False
Soul Eater: Battle Resonance,PSP,2009.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,Portable,False
Evangelion: Jo,PS2,2009.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,Playstation,False
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
The Idolmaster: Gravure For You! Vol.7,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,Playstation,False
Juusanshi Engi Engetsu Sangokuden 2,PSP,2014.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
Disney Planes Fire & Rescue,WiiU,2014.0,Action,Disney Interactive Studios,0.01,0.01,0.0,0.0,0.02,,,,,,,Nintendo,False
Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003.0,Action,Capcom,0.02,0.01,0.0,0.0,0.02,58.0,7.0,tbd,,Klein Computer Entertainment,E,Portable,True
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,Playstation,False
Diabolik Lovers: Vandead Carnival,PSV,2014.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
Capcom Digital Collection,X360,2012.0,Action,Capcom,0.02,0.01,0.0,0.0,0.02,65.0,11.0,5.3,4.0,Capcom,T,Xbox,True
Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
Resident Evil: Umbrella Corps,PS4,2016.0,Action,Capcom,0.0,0.0,0.02,0.0,0.02,,,,,,,Playstation,False
Ice Age: Dawn of the Dinosaurs,PC,2009.0,Action,Activision,0.02,0.0,0.0,0.0,0.02,67.0,5.0,tbd,,Activision,E10+,PC,True
Kung Fu Panda,PC,2008.0,Action,Activision,0.0,0.02,0.0,0.0,0.02,71.0,11.0,7.8,12.0,Beenox,E10+,PC,True
"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP,2009.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
Genroh,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
The Idolmaster: Gravure For You! Vol.9,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,Playstation,False
Disney's Meet the Robinsons,DS,2007.0,Action,Disney Interactive Studios,0.02,0.0,0.0,0.0,0.02,64.0,6.0,tbd,,"Climax Group, Climax Studios",E10+,Portable,True
Resident Evil Zero,PC,2016.0,Action,Capcom,0.01,0.01,0.0,0.0,0.02,,,,,,,PC,False
The Idolmaster: Gravure For You! Vol.8,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,Playstation,False
Hakuoki: Shinkai - Furi no Shou,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
Spider-Man: Web of Shadows,PC,2008.0,Action,Activision,0.0,0.02,0.0,0.0,0.02,52.0,11.0,7.8,57.0,"Treyarch, Shaba Games",T,PC,True
Onechanbara Special,PSP,2011.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
Fast & Furious: Showdown,PS3,2013.0,Action,Activision,0.0,0.02,0.0,0.0,0.02,,,,,,,Playstation,False
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
Tenkai Knights: Brave Battle,3DS,2014.0,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,26.0,10.0,2.4,22.0,Bandai Namco Games,E10+,Portable,True
Kokoro Connect: Yochi Random,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,2006.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,Playstation,False
Otoko Yukaku,PSV,2015.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,Playstation,False
Natsuiro High School: Seishun Hakusho,PS4,2015.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,,Playstation,False
Resident Evil 5 HD,XOne,2016.0,Action,Capcom,0.02,0.0,0.0,0.0,0.02,,,,,,,Xbox,False
Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011.0,Action,Ubisoft,0.02,0.0,0.0,0.0,0.02,67.0,21.0,6.8,29.0,Ubisoft,M,Playstation,True
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
Charlie's Angels,GC,2003.0,Action,Ubisoft,0.01,0.0,0.0,0.0,0.02,23.0,21.0,3.3,23.0,Neko Entertainment,T,Portable,True
Kamen Rider: Battride War II,WiiU,2014.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,Nintendo,False
Disney Infinity,PSV,2013.0,Action,Disney Interactive Studios,0.01,0.0,0.0,0.0,0.02,,,,,,,Portable,False
The Crew: Wild Run,XOne,2015.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02,65.0,5.0,6.6,21.0,Ivory Tower,T,Xbox,True
Marvel Avengers: Battle for Earth,X360,2012.0,Action,Ubisoft,0.02,0.0,0.0,0.0,0.02,62.0,11.0,7.3,12.0,Ubisoft Quebec,T,Xbox,True
Natsuiro High School: Seishun Hakusho,PS3,2015.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,,Playstation,False
The Mummy,GBA,2002.0,Action,Ubisoft,0.01,0.0,0.0,0.0,0.02,72.0,6.0,tbd,,Ubisoft Milan,E,Portable,True
Gon: BakuBakuBakuBaku Adventure,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
The Crew: Wild Run,PC,2015.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02,74.0,6.0,7.4,41.0,Ivory Tower,T,PC,True
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
Ben 10 Omniverse 2,3DS,2013.0,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02,,,7.6,5.0,1st Playable Productions,E10+,Portable,True
Kimikare: New Semester,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
Prototype: Biohazard Bundle,PS4,2016.0,Action,Activision,0.01,0.0,0.0,0.0,0.02,48.0,4.0,2,53.0,Radical Entertainment,M,Playstation,True
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,Playstation,False
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,Playstation,False
Final Fight: Streetwise,XB,2006.0,Action,Capcom,0.01,0.0,0.0,0.0,0.02,42.0,29.0,4,4.0,Secret Level,M,Xbox,True
Elkrone no Atelier: Dear for Otomate,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,Playstation,False
Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
L.G.S: Shinsetsu Houshinengi,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
One Piece Mansion,PS,2001.0,Action,Capcom,0.01,0.01,0.0,0.0,0.02,62.0,12.0,tbd,,Capcom,E,Playstation,True
Reine des Fleurs,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
Lost: Via Domus,PC,2008.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.02,52.0,22.0,6,38.0,Ubisoft Montreal,T,PC,True
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,PS2,2006.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,,Playstation,False
Custom Drive,PSP,2012.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
Dark Void,PC,2010.0,Action,Capcom,0.0,0.01,0.0,0.0,0.02,57.0,22.0,5.1,67.0,Airtight Games,T,PC,True
Psychedelica of the Black Butterfly,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
Collar x Malice,PSV,2016.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,Otomate,,Portable,False
Usavichi: Game no Jikan,DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
Professional Farmer 2016,PS4,2015.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.02,,,,,,,Playstation,False
Dragon's Dogma Online: Season 2,PS4,2016.0,Action,Capcom,0.0,0.0,0.02,0.0,0.02,,,,,,,Playstation,False
Gaist Crusher God,3DS,2014.0,Action,Capcom,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
LEGO Star Wars II: The Original Trilogy,PC,2006.0,Action,Activision,0.0,0.01,0.0,0.0,0.02,86.0,20.0,8.2,64.0,Traveller's Tales,E10+,PC,True
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,Playstation,False
Brave: The Video Game,DS,2012.0,Action,Disney Interactive Studios,0.0,0.01,0.0,0.0,0.02,,,tbd,,Behaviour Interactive,E10+,Portable,True
Dead Rising 2,XOne,2016.0,Action,Capcom,0.01,0.0,0.0,0.0,0.02,,,tbd,,Blue Castle Games,M,Xbox,True
Storm Lover Kai!!,PSP,2012.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
Pac-Man Championship Edition 2 + Arcade Game Series,XOne,2016.0,Action,Namco Bandai Games,0.01,0.0,0.0,0.0,0.02,,,,,,,Xbox,False
Tiger & Bunny: Hero's Day,PSP,2013.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,,Portable,False
DuckTales: Remastered,PC,2013.0,Action,Capcom,0.0,0.01,0.0,0.0,0.02,66.0,6.0,7.6,152.0,WayForward,E,PC,True
Blackthorne,GBA,2003.0,Action,Activision,0.01,0.0,0.0,0.0,0.01,67.0,10.0,7.6,5.0,Mass Media,T,Portable,True
Black Cat,PS2,2006.0,Action,Capcom,0.0,0.0,0.01,0.0,0.01,,,,,,,Playstation,False
Period Cube: Torikago no Amadeus,PSV,2016.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,Portable,False
Brave: The Video Game,Wii,2012.0,Action,Disney Interactive Studios,0.0,0.01,0.0,0.0,0.01,,,,,,,Nintendo,False
